Market,Customer,Business Segment,Category,Model,Color,SalesDate,SalesPeriod,ListPrice,UnitPrice,OrderQty,Sales Amount
Southwest,Preferred Bikes,Components,Wheels,LL Road Rear Wheel,Black,08/26/08,08/01/08,$113,$68,3,$203
Southwest,Preferred Bikes,Clothing,Shorts,Men's Sports Shorts,Black,08/30/08,08/01/08,$60,$36,7,$252
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Black,08/15/08,08/01/08,$783,$470,1,$470
Southwest,Preferred Bikes,Accessories,Helmets,Sport-100,Blue,08/26/08,08/01/08,$35,$20,10,$202
Southwest,Preferred Bikes,Components,Road Frames,ML Road Frame-W,Yellow,08/21/08,08/01/08,$595,$324,1,$324
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-550-W,Yellow,08/09/08,08/01/08,"$1,120",$600,2,"$1,201"
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Black,08/04/08,08/01/08,$337,$184,2,$368
Southwest,Preferred Bikes,Components,Road Frames,HL Road Frame,Red,08/23/08,08/01/08,"$1,432",$781,1,$781
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-250,Black,08/23/08,08/01/08,"$2,443","$1,309",5,"$6,545"
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-250,Red,08/10/08,08/01/08,"$2,443","$1,466",5,"$7,330"
Southwest,Preferred Bikes,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,08/21/08,08/01/08,$90,$54,5,$270
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-550-W,Yellow,08/27/08,08/01/08,"$1,120",$600,6,"$3,602"
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Black,08/12/08,08/01/08,$337,$184,2,$368
Southwest,Preferred Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/17/08,08/01/08,$50,$29,10,$288
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,08/27/08,08/01/08,$783,$470,7,"$3,289"
Southwest,Preferred Bikes,Clothing,Shorts,Men's Sports Shorts,Black,08/18/08,08/01/08,$60,$36,8,$288
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,08/21/08,08/01/08,$783,$470,9,"$4,228"
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,08/12/08,08/01/08,$783,$235,13,"$3,054"
Southwest,Preferred Bikes,Components,Road Frames,HL Road Frame,Black,08/09/08,08/01/08,"$1,432",$781,3,"$2,342"
Southwest,Preferred Bikes,Accessories,Pumps,Minipump,,08/03/08,08/01/08,$20,$12,8,$96
Southwest,Preferred Bikes,Clothing,Shorts,Men's Sports Shorts,Black,08/06/08,08/01/08,$60,$36,2,$72
Southwest,Preferred Bikes,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,08/04/08,08/01/08,$90,$54,7,$378
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,08/07/08,08/01/08,$783,$470,10,"$4,698"
Southwest,Preferred Bikes,Clothing,Tights,Women's Tights,Black,08/17/08,08/01/08,$75,$45,6,$270
Southwest,Preferred Bikes,Components,Wheels,ML Road Rear Wheel,Black,08/31/08,08/01/08,$275,$165,2,$330
Southwest,Preferred Bikes,Components,Road Frames,HL Road Frame,Red,08/01/08,08/01/08,"$1,432",$781,2,"$1,562"
Southwest,Preferred Bikes,Components,Road Frames,ML Road Frame-W,Yellow,08/22/08,08/01/08,$595,$324,1,$324
Southwest,Preferred Bikes,Components,Wheels,HL Road Rear Wheel,Black,08/09/08,08/01/08,$357,$214,1,$214
Southwest,Preferred Bikes,Accessories,Locks,Cable Lock,,08/28/08,08/01/08,$25,$15,4,$60
Southwest,Preferred Bikes,Accessories,Helmets,Sport-100,Red,08/01/08,08/01/08,$35,$20,10,$202
Southwest,Preferred Bikes,Components,Wheels,HL Road Front Wheel,Black,08/02/08,08/01/08,$330,$198,2,$396
Southwest,Preferred Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/01/08,08/01/08,$50,$29,2,$58
Southwest,Preferred Bikes,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,08/07/08,08/01/08,$90,$54,5,$270
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-250,Black,08/25/08,08/01/08,"$2,443","$1,309",7,"$9,163"
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Black,08/03/08,08/01/08,$337,$184,2,$368
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Red,08/29/08,08/01/08,$337,$202,5,"$1,012"
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-550-W,Yellow,08/16/08,08/01/08,"$1,120",$600,2,"$1,201"
Southwest,Preferred Bikes,Clothing,Gloves,Half-Finger Gloves,Black,08/09/08,08/01/08,$24,$14,9,$127
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Red,08/10/08,08/01/08,$337,$202,3,$607
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Black,08/15/08,08/01/08,$783,$470,4,"$1,879"
Southwest,Preferred Bikes,Accessories,Helmets,Sport-100,Black,08/10/08,08/01/08,$35,$20,10,$202
Southwest,Preferred Bikes,Clothing,Gloves,Half-Finger Gloves,Black,08/27/08,08/01/08,$24,$14,3,$42
Southwest,Preferred Bikes,Components,Road Frames,ML Road Frame-W,Yellow,08/08/08,08/01/08,$595,$324,3,$973
Southwest,Preferred Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/02/08,08/01/08,$50,$29,7,$202
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-550-W,Yellow,08/14/08,08/01/08,"$1,120",$600,3,"$1,801"
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Red,08/13/08,08/01/08,$337,$202,2,$405
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Black,08/19/08,08/01/08,$783,$470,2,$940
Southwest,Preferred Bikes,Clothing,Caps,Cycling Cap,Multi,08/06/08,08/01/08,$9,$5,10,$52
Southwest,Preferred Bikes,Components,Road Frames,ML Road Frame-W,Yellow,08/23/08,08/01/08,$595,$324,2,$649
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Black,08/18/08,08/01/08,$783,$470,7,"$3,289"
Southwest,Preferred Bikes,Components,Road Frames,HL Road Frame,Red,08/06/08,08/01/08,"$1,432",$781,3,"$2,342"
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-250,Black,08/28/08,08/01/08,"$2,443","$1,309",1,"$1,309"
Southwest,Preferred Bikes,Components,Handlebars,LL Road Handlebars,,08/11/08,08/01/08,$45,$24,2,$49
Southwest,Preferred Bikes,Clothing,Tights,Women's Tights,Black,08/02/08,08/01/08,$75,$45,8,$360
Southwest,Preferred Bikes,Components,Wheels,ML Road Front Wheel,Black,08/14/08,08/01/08,$248,$149,1,$149
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-250,Red,08/18/08,08/01/08,"$2,443","$1,466",5,"$7,330"
Northeast,Riverside Company,Components,Wheels,LL Road Rear Wheel,Black,08/23/08,08/01/08,$113,$68,4,$270
Northeast,Riverside Company,Bikes,Road Bikes,Road-650,Red,08/14/08,08/01/08,$783,$235,4,$940
Northeast,Riverside Company,Components,Road Frames,LL Road Frame,Red,08/23/08,08/01/08,$337,$202,1,$202
Northeast,Riverside Company,Components,Road Frames,LL Road Frame,Black,08/03/08,08/01/08,$337,$184,4,$736
Northeast,Riverside Company,Bikes,Road Bikes,Road-650,Black,08/25/08,08/01/08,$783,$470,6,"$2,819"
Northeast,Riverside Company,Bikes,Road Bikes,Road-650,Red,08/27/08,08/01/08,$783,$470,1,$470
Northeast,Riverside Company,Components,Road Frames,LL Road Frame,Red,08/07/08,08/01/08,$337,$202,2,$405
Northeast,Riverside Company,Components,Road Frames,ML Road Frame-W,Yellow,08/24/08,08/01/08,$595,$324,3,$973
Southwest,Mountain Bike Center,Clothing,Shorts,Men's Sports Shorts,Black,08/23/08,08/01/08,$60,$36,5,$180
Southwest,Mountain Bike Center,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,08/23/08,08/01/08,$90,$54,1,$54
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-650,Red,08/10/08,08/01/08,$783,$470,3,"$1,409"
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-650,Red,08/21/08,08/01/08,$783,$470,3,"$1,409"
Southwest,Mountain Bike Center,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/07/08,08/01/08,$50,$29,5,$144
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-250,Black,08/07/08,08/01/08,"$2,443","$1,309",5,"$6,545"
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-550-W,Yellow,08/31/08,08/01/08,"$1,120",$600,2,"$1,201"
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-550-W,Yellow,08/01/08,08/01/08,"$1,120",$600,1,$600
Southwest,Mountain Bike Center,Accessories,Helmets,Sport-100,Red,08/01/08,08/01/08,$35,$20,3,$61
Southwest,Mountain Bike Center,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,08/04/08,08/01/08,$90,$54,4,$216
Southwest,Mountain Bike Center,Components,Wheels,HL Road Front Wheel,Black,08/22/08,08/01/08,$330,$198,2,$396
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-550-W,Yellow,08/05/08,08/01/08,"$1,120",$600,1,$600
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-550-W,Yellow,08/20/08,08/01/08,"$1,120",$600,3,"$1,801"
Southwest,Mountain Bike Center,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/15/08,08/01/08,$50,$29,4,$115
Southwest,Mountain Bike Center,Clothing,Tights,Women's Tights,Black,08/22/08,08/01/08,$75,$45,3,$135
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-650,Red,08/18/08,08/01/08,$783,$470,1,$470
Southwest,Mountain Bike Center,Accessories,Locks,Cable Lock,,08/25/08,08/01/08,$25,$15,6,$90
Southwest,Mountain Bike Center,Components,Road Frames,ML Road Frame-W,Yellow,08/04/08,08/01/08,$595,$324,3,$973
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-250,Black,08/01/08,08/01/08,"$2,443","$1,309",4,"$5,236"
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-650,Black,08/31/08,08/01/08,$783,$470,2,$940
Southwest,Mountain Bike Center,Accessories,Helmets,Sport-100,Blue,08/28/08,08/01/08,$35,$20,2,$40
Southwest,Mountain Bike Center,Clothing,Tights,Women's Tights,Black,08/31/08,08/01/08,$75,$45,5,$225
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-250,Red,08/26/08,08/01/08,"$2,443","$1,309",6,"$7,854"
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-250,Red,08/29/08,08/01/08,"$2,443","$1,466",4,"$5,864"
Southwest,Mountain Bike Center,Components,Road Frames,LL Road Frame,Red,08/10/08,08/01/08,$337,$202,1,$202
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-650,Black,08/20/08,08/01/08,$783,$470,4,"$1,879"
Southwest,Mountain Bike Center,Components,Road Frames,ML Road Frame-W,Yellow,08/03/08,08/01/08,$595,$324,5,"$1,622"
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-250,Black,08/30/08,08/01/08,"$2,443","$1,309",2,"$2,618"
Southwest,Mountain Bike Center,Components,Handlebars,HL Road Handlebars,,08/10/08,08/01/08,$120,$66,3,$197
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-650,Black,08/25/08,08/01/08,$783,$470,2,$940
Southwest,Mountain Bike Center,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/04/08,08/01/08,$50,$29,10,$288
Southwest,Mountain Bike Center,Components,Road Frames,LL Road Frame,Red,08/16/08,08/01/08,$337,$202,2,$405
Southwest,Mountain Bike Center,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,08/24/08,08/01/08,$90,$54,3,$162
Southwest,Mountain Bike Center,Components,Road Frames,LL Road Frame,Red,08/30/08,08/01/08,$337,$202,2,$405
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-650,Black,08/24/08,08/01/08,$783,$470,4,"$1,879"
Southwest,Mountain Bike Center,Components,Road Frames,LL Road Frame,Black,08/25/08,08/01/08,$337,$184,1,$184
Southwest,Mountain Bike Center,Components,Wheels,ML Road Front Wheel,Black,08/26/08,08/01/08,$248,$149,1,$149
Southwest,Mountain Bike Center,Components,Wheels,LL Road Rear Wheel,Black,08/28/08,08/01/08,$113,$68,2,$135
Southwest,Mountain Bike Center,Components,Road Frames,LL Road Frame,Black,08/08/08,08/01/08,$337,$184,3,$552
Southwest,Mountain Bike Center,Clothing,Gloves,Half-Finger Gloves,Black,08/18/08,08/01/08,$24,$14,3,$42
Southwest,Mountain Bike Center,Accessories,Helmets,Sport-100,Black,08/30/08,08/01/08,$35,$20,10,$202
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-650,Black,08/03/08,08/01/08,$783,$470,1,$470
Southwest,Mountain Bike Center,Accessories,Pumps,Minipump,,08/11/08,08/01/08,$20,$12,4,$48
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-650,Red,08/10/08,08/01/08,$783,$470,3,"$1,409"
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-250,Red,08/09/08,08/01/08,"$2,443","$1,466",3,"$4,398"
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-650,Red,08/11/08,08/01/08,$783,$470,1,$470
Southwest,Mountain Bike Center,Clothing,Caps,Cycling Cap,Multi,08/11/08,08/01/08,$9,$5,3,$16
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-250,Black,08/23/08,08/01/08,"$2,443","$1,309",2,"$2,618"
Southwest,Mountain Bike Center,Components,Road Frames,LL Road Frame,Red,08/13/08,08/01/08,$337,$202,1,$202
Southwest,Mountain Bike Center,Bikes,Road Bikes,Road-650,Red,08/07/08,08/01/08,$783,$235,2,$470
Southeast,Unified Sports Company,Bikes,Mountain Bikes,Mountain-200,Silver,08/03/08,08/01/08,"$2,320","$1,243",2,"$2,486"
Northeast,Wholesale Bikes,Components,Wheels,HL Road Front Wheel,Black,08/09/08,08/01/08,$330,$198,1,$198
Northeast,Wholesale Bikes,Components,Wheels,ML Road Front Wheel,Black,08/03/08,08/01/08,$248,$149,2,$298
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-650,Black,08/26/08,08/01/08,$783,$470,3,"$1,409"
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-650,Red,08/29/08,08/01/08,$783,$470,3,"$1,409"
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-650,Red,08/04/08,08/01/08,$783,$470,2,$940
Northeast,Wheelsets Storehouse,Accessories,Helmets,Sport-100,Black,08/19/08,08/01/08,$35,$20,2,$40
Northeast,Wheelsets Storehouse,Clothing,Caps,Cycling Cap,Multi,08/01/08,08/01/08,$9,$5,9,$47
Northeast,Wheelsets Storehouse,Components,Wheels,ML Road Front Wheel,Black,08/20/08,08/01/08,$248,$149,2,$298
Northeast,Wheelsets Storehouse,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/19/08,08/01/08,$50,$29,4,$115
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-650,Black,08/15/08,08/01/08,$783,$470,2,$940
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-650,Black,08/02/08,08/01/08,$783,$470,6,"$2,819"
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-250,Red,08/14/08,08/01/08,"$2,443","$1,466",2,"$2,932"
Northeast,Wheelsets Storehouse,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,08/22/08,08/01/08,$90,$52,11,$574
Northeast,Wheelsets Storehouse,Clothing,Tights,Women's Tights,Black,08/26/08,08/01/08,$75,$45,4,$180
Northeast,Wheelsets Storehouse,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/26/08,08/01/08,$50,$26,16,$423
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-650,Black,08/18/08,08/01/08,$783,$470,8,"$3,758"
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-250,Red,08/09/08,08/01/08,"$2,443","$1,466",3,"$4,398"
Northeast,Wheelsets Storehouse,Components,Road Frames,LL Road Frame,Black,08/30/08,08/01/08,$337,$184,1,$184
Northeast,Wheelsets Storehouse,Components,Wheels,HL Road Front Wheel,Black,08/01/08,08/01/08,$330,$198,1,$198
Northeast,Wheelsets Storehouse,Components,Road Frames,LL Road Frame,Red,08/29/08,08/01/08,$337,$202,4,$809
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-650,Red,08/01/08,08/01/08,$783,$235,19,"$4,463"
Northeast,Wheelsets Storehouse,Clothing,Gloves,Half-Finger Gloves,Black,08/26/08,08/01/08,$24,$14,4,$57
Northeast,Wheelsets Storehouse,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,08/25/08,08/01/08,$90,$54,5,$270
Northeast,Wheelsets Storehouse,Components,Road Frames,ML Road Frame-W,Yellow,08/07/08,08/01/08,$595,$324,6,"$1,947"
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-650,Red,08/10/08,08/01/08,$783,$470,2,$940
Northeast,Wheelsets Storehouse,Components,Road Frames,LL Road Frame,Red,08/18/08,08/01/08,$337,$202,1,$202
Northeast,Wheelsets Storehouse,Clothing,Tights,Women's Tights,Black,08/19/08,08/01/08,$75,$45,5,$225
Northeast,Wheelsets Storehouse,Clothing,Shorts,Men's Sports Shorts,Black,08/05/08,08/01/08,$60,$36,5,$180
Northeast,Wheelsets Storehouse,Clothing,Shorts,Men's Sports Shorts,Black,08/03/08,08/01/08,$60,$36,3,$108
Northeast,Wheelsets Storehouse,Clothing,Tights,Women's Tights,Black,08/14/08,08/01/08,$75,$43,12,$522
Northeast,Wheelsets Storehouse,Accessories,Helmets,Sport-100,Blue,08/12/08,08/01/08,$35,$20,4,$81
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-550-W,Yellow,08/23/08,08/01/08,"$1,120",$600,2,"$1,201"
Northeast,Wheelsets Storehouse,Clothing,Gloves,Half-Finger Gloves,Black,08/13/08,08/01/08,$24,$14,4,$57
Northeast,Wheelsets Storehouse,Components,Road Frames,ML Road Frame-W,Yellow,08/10/08,08/01/08,$595,$324,3,$973
Northeast,Wheelsets Storehouse,Clothing,Gloves,Half-Finger Gloves,Black,08/04/08,08/01/08,$24,$14,5,$71
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-650,Red,08/04/08,08/01/08,$783,$470,1,$470
Northeast,Wheelsets Storehouse,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/25/08,08/01/08,$50,$29,3,$87
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-650,Red,08/28/08,08/01/08,$783,$470,8,"$3,758"
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-250,Black,08/02/08,08/01/08,"$2,443","$1,309",5,"$6,545"
Northeast,Wheelsets Storehouse,Accessories,Locks,Cable Lock,,08/27/08,08/01/08,$25,$15,4,$60
Northeast,Wheelsets Storehouse,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,08/23/08,08/01/08,$90,$54,1,$54
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-550-W,Yellow,08/13/08,08/01/08,"$1,120",$600,2,"$1,201"
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-650,Black,08/28/08,08/01/08,$783,$470,4,"$1,879"
Northeast,Wheelsets Storehouse,Accessories,Pumps,Minipump,,08/24/08,08/01/08,$20,$12,8,$96
Northeast,Wheelsets Storehouse,Accessories,Helmets,Sport-100,Red,08/17/08,08/01/08,$35,$20,10,$202
Northeast,Wheelsets Storehouse,Bikes,Road Bikes,Road-650,Red,08/03/08,08/01/08,$783,$470,8,"$3,758"
Northeast,Wheelsets Storehouse,Clothing,Shorts,Men's Sports Shorts,Black,08/22/08,08/01/08,$60,$36,6,$216
Northeast,Wheelsets Storehouse,Components,Wheels,LL Road Rear Wheel,Black,08/22/08,08/01/08,$113,$68,1,$68
Northwest,Security Racks and Locks Wholesalers,Bikes,Mountain Bikes,Mountain-200,Black,08/23/08,08/01/08,"$2,295","$1,229",2,"$2,459"
Northwest,Front Sporting Goods,Components,Handlebars,ML Mountain Handlebars,,08/06/08,08/01/08,$62,$34,10,$338
Northwest,Front Sporting Goods,Clothing,Gloves,Full-Finger Gloves,Black,08/10/08,08/01/08,$38,$22,11,$242
Northwest,Front Sporting Goods,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,08/12/08,08/01/08,$90,$54,6,$324
Northwest,Front Sporting Goods,Components,Mountain Frames,HL Mountain Frame,Silver,08/10/08,08/01/08,"$1,365",$744,2,"$1,489"
Northwest,Front Sporting Goods,Components,Forks,LL Fork,,08/10/08,08/01/08,$148,$89,2,$178
Northwest,Front Sporting Goods,Clothing,Gloves,Half-Finger Gloves,Black,08/24/08,08/01/08,$24,$14,6,$85
Northwest,Front Sporting Goods,Clothing,Shorts,Men's Sports Shorts,Black,08/24/08,08/01/08,$60,$36,7,$252
Northwest,Front Sporting Goods,Bikes,Mountain Bikes,Mountain-200,Black,08/16/08,08/01/08,"$2,295","$1,229",4,"$4,918"
Northwest,Front Sporting Goods,Components,Mountain Frames,HL Mountain Frame,Silver,08/11/08,08/01/08,"$1,365",$744,5,"$3,721"
Northwest,Front Sporting Goods,Clothing,Tights,Women's Tights,Black,08/23/08,08/01/08,$75,$45,2,$90
Northwest,Front Sporting Goods,Bikes,Mountain Bikes,Mountain-300,Black,08/05/08,08/01/08,"$1,080",$648,1,$648
Northwest,Front Sporting Goods,Accessories,Locks,Cable Lock,,08/24/08,08/01/08,$25,$15,10,$150
Northwest,Front Sporting Goods,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/11/08,08/01/08,$50,$29,10,$288
Northwest,Front Sporting Goods,Components,Wheels,ML Mountain Rear Wheel,Black,08/04/08,08/01/08,$236,$142,2,$283
Northwest,Front Sporting Goods,Clothing,Tights,Women's Tights,Black,08/28/08,08/01/08,$75,$43,11,$478
Northwest,Front Sporting Goods,Clothing,Tights,Women's Tights,Black,08/30/08,08/01/08,$75,$45,2,$90
Northwest,Front Sporting Goods,Bikes,Mountain Bikes,Mountain-200,Silver,08/31/08,08/01/08,"$2,320","$1,243",2,"$2,486"
Northwest,Front Sporting Goods,Components,Mountain Frames,ML Mountain Frame-W,Black,08/28/08,08/01/08,$349,$209,1,$209
Northwest,Front Sporting Goods,Accessories,Helmets,Sport-100,Blue,08/23/08,08/01/08,$35,$20,4,$81
Northwest,Front Sporting Goods,Clothing,Shorts,Men's Sports Shorts,Black,08/24/08,08/01/08,$60,$36,7,$252
Northwest,Front Sporting Goods,Components,Headsets,ML Headset,,08/17/08,08/01/08,$102,$61,3,$184
Northwest,Front Sporting Goods,Components,Mountain Frames,HL Mountain Frame,Silver,08/14/08,08/01/08,"$1,365",$744,1,$744
Northwest,Front Sporting Goods,Bikes,Mountain Bikes,Mountain-200,Black,08/09/08,08/01/08,"$2,295","$1,229",1,"$1,229"
Northwest,Front Sporting Goods,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/03/08,08/01/08,$50,$29,10,$288
Northwest,Front Sporting Goods,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,08/25/08,08/01/08,$90,$54,2,$108
Northwest,Front Sporting Goods,Clothing,Shorts,Men's Sports Shorts,Black,08/18/08,08/01/08,$60,$36,4,$144
Northwest,Front Sporting Goods,Components,Wheels,ML Mountain Front Wheel,Black,08/08/08,08/01/08,$209,$125,1,$125
Northwest,Front Sporting Goods,Accessories,Helmets,Sport-100,Black,08/19/08,08/01/08,$35,$20,10,$202
Northwest,Front Sporting Goods,Components,Mountain Frames,ML Mountain Frame,Black,08/18/08,08/01/08,$349,$209,6,"$1,256"
Northwest,Front Sporting Goods,Components,Wheels,HL Mountain Rear Wheel,Black,08/09/08,08/01/08,$327,$196,4,$785
Northwest,Front Sporting Goods,Components,Wheels,LL Mountain Rear Wheel,Black,08/08/08,08/01/08,$88,$53,2,$105
Northwest,Front Sporting Goods,Clothing,Gloves,Half-Finger Gloves,Black,08/10/08,08/01/08,$24,$14,4,$57
Northwest,Front Sporting Goods,Clothing,Gloves,Full-Finger Gloves,Black,08/13/08,08/01/08,$38,$23,1,$23
Northwest,Front Sporting Goods,Bikes,Mountain Bikes,Mountain-300,Black,08/01/08,08/01/08,"$1,080",$648,2,"$1,296"
Northwest,Front Sporting Goods,Components,Wheels,LL Mountain Front Wheel,Black,08/14/08,08/01/08,$61,$36,4,$146
Northwest,Front Sporting Goods,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/10/08,08/01/08,$50,$29,5,$144
Northwest,Front Sporting Goods,Bikes,Mountain Bikes,Mountain-300,Black,08/30/08,08/01/08,"$1,080",$648,3,"$1,944"
Northwest,Front Sporting Goods,Components,Wheels,HL Mountain Front Wheel,Black,08/03/08,08/01/08,$300,$180,3,$540
Northwest,Front Sporting Goods,Components,Mountain Frames,ML Mountain Frame,Black,08/20/08,08/01/08,$349,$209,2,$419
Northwest,Front Sporting Goods,Components,Headsets,LL Headset,,08/19/08,08/01/08,$34,$21,2,$41
Northwest,Front Sporting Goods,Clothing,Caps,Cycling Cap,Multi,08/07/08,08/01/08,$9,$5,19,$90
Northwest,Front Sporting Goods,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,08/29/08,08/01/08,$90,$52,11,$574
Northwest,Front Sporting Goods,Components,Handlebars,HL Mountain Handlebars,,08/23/08,08/01/08,$120,$66,2,$131
Northwest,Front Sporting Goods,Components,Mountain Frames,HL Mountain Frame,Black,08/30/08,08/01/08,"$1,350",$736,2,"$1,472"
Northwest,Front Sporting Goods,Accessories,Helmets,Sport-100,Red,08/01/08,08/01/08,$35,$20,8,$161
Northwest,Front Sporting Goods,Components,Handlebars,LL Mountain Handlebars,,08/24/08,08/01/08,$45,$24,6,$146
Northwest,Front Sporting Goods,Components,Mountain Frames,HL Mountain Frame,Black,08/08/08,08/01/08,"$1,350",$736,2,"$1,472"
Northwest,Front Sporting Goods,Clothing,Gloves,Full-Finger Gloves,Black,08/12/08,08/01/08,$38,$23,2,$46
Northwest,Front Sporting Goods,Components,Forks,HL Fork,,08/08/08,08/01/08,$229,$138,6,$826
Northwest,Front Sporting Goods,Bikes,Mountain Bikes,Mountain-200,Black,08/31/08,08/01/08,"$2,295","$1,229",5,"$6,147"
Northwest,Front Sporting Goods,Components,Mountain Frames,ML Mountain Frame,Black,08/18/08,08/01/08,$349,$209,2,$419
Northwest,Front Sporting Goods,Bikes,Mountain Bikes,Mountain-200,Silver,08/09/08,08/01/08,"$2,320","$1,243",2,"$2,486"
Northwest,Front Sporting Goods,Clothing,Gloves,Half-Finger Gloves,Black,08/14/08,08/01/08,$24,$14,2,$28
Northwest,Front Sporting Goods,Accessories,Pumps,Minipump,,08/22/08,08/01/08,$20,$12,4,$48
Southeast,Wonderful Bikes Inc.,Bikes,Road Bikes,Road-650,Black,08/10/08,08/01/08,$783,$470,5,"$2,349"
Southeast,Wonderful Bikes Inc.,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,08/20/08,08/01/08,$50,$26,15,$397
Southeast,Wonderful Bikes Inc.,Bikes,Road Bikes,Road-650,Red,08/15/08,08/01/08,$783,$470,1,$470
Southeast,Wonderful Bikes Inc.,Components,Wheels,ML Road Front Wheel,Black,08/11/08,08/01/08,$248,$149,1,$149
Southeast,Wonderful Bikes Inc.,Bikes,Road Bikes,Road-650,Red,08/14/08,08/01/08,$783,$470,2,$940
