,latitude,housing_median_age,total_rooms,population,households,median_income,median_house_value,ocean_proximity
3237,36.1,29.0,424.0,284.0,73.0,1.5313,43800.0,INLAND
3238,36.1,25.0,1093.0,893.0,252.0,2.13,50800.0,INLAND
3239,36.09,35.0,1648.0,792.0,265.0,3.2847,64700.0,INLAND
3240,36.09,14.0,1267.0,1077.0,279.0,1.85,52300.0,INLAND
3241,36.08,37.0,766.0,639.0,190.0,1.6607,42100.0,INLAND
3242,36.11,21.0,2004.0,1397.0,398.0,2.2169,61600.0,INLAND
3243,36.1,16.0,1461.0,1201.0,384.0,1.5727,54800.0,INLAND
3244,36.1,36.0,1729.0,737.0,278.0,3.5313,68800.0,INLAND
3245,36.1,37.0,1676.0,707.0,274.0,2.0595,60700.0,INLAND
3246,36.15,21.0,1548.0,1137.0,306.0,2.4688,61300.0,INLAND
3247,36.2,43.0,187.0,106.0,40.0,1.875,137500.0,INLAND
3248,36.19,33.0,1293.0,694.0,229.0,2.0221,52200.0,INLAND
3249,36.09,23.0,333.0,198.0,55.0,0.4999,100000.0,INLAND
3250,35.99,25.0,1047.0,1505.0,286.0,2.0976,47700.0,INLAND
3251,36.02,20.0,156.0,171.0,37.0,3.05,225000.0,INLAND
3252,36.04,27.0,2533.0,1371.0,461.0,2.9708,60900.0,INLAND
3253,36.01,18.0,1165.0,1119.0,308.0,2.2167,48500.0,INLAND
3254,36.0,33.0,1726.0,1371.0,388.0,2.0335,43900.0,INLAND
3255,35.99,7.0,2049.0,1387.0,422.0,2.25,56200.0,INLAND
3256,35.87,26.0,48.0,13.0,8.0,2.375,71300.0,INLAND
3257,35.91,16.0,259.0,131.0,38.0,3.125,62500.0,INLAND
3258,39.42,16.0,411.0,26.0,19.0,0.4999,73500.0,INLAND
3259,39.23,39.0,1295.0,534.0,179.0,3.9519,98900.0,INLAND
3260,39.18,43.0,89.0,86.0,27.0,2.0208,72500.0,INLAND
3261,39.17,44.0,202.0,142.0,39.0,4.35,68300.0,INLAND
3262,39.17,45.0,1314.0,649.0,232.0,2.575,73600.0,INLAND
3263,39.14,20.0,1125.0,521.0,196.0,2.2188,106300.0,INLAND
3264,39.12,24.0,1098.0,353.0,145.0,3.8333,92600.0,<1H OCEAN
3265,39.13,17.0,380.0,225.0,72.0,3.25,137500.0,INLAND
3266,39.11,10.0,1588.0,585.0,254.0,2.2551,71100.0,INLAND
3267,39.09,15.0,2483.0,835.0,380.0,1.9141,143200.0,INLAND
3268,39.08,24.0,341.0,146.0,57.0,4.0,166300.0,INLAND
3269,39.1,18.0,681.0,272.0,105.0,2.8906,140600.0,INLAND
3270,39.02,14.0,1582.0,851.0,273.0,3.45,164100.0,<1H OCEAN
3271,39.07,21.0,2202.0,1000.0,381.0,2.4423,102300.0,INLAND
3272,39.06,21.0,1236.0,601.0,261.0,1.939,100300.0,INLAND
3273,39.05,16.0,1548.0,605.0,250.0,3.5652,119000.0,INLAND
3274,39.05,20.0,1128.0,621.0,210.0,3.2216,93500.0,INLAND
3275,39.05,38.0,3131.0,1591.0,568.0,2.5457,80700.0,INLAND
3276,39.05,27.0,789.0,295.0,108.0,3.7667,95000.0,INLAND
3277,39.03,14.0,2374.0,723.0,427.0,1.3532,95800.0,INLAND
3278,39.14,13.0,532.0,214.0,62.0,3.3929,108300.0,INLAND
3279,39.13,15.0,1927.0,810.0,321.0,1.6369,86500.0,INLAND
3280,39.08,24.0,3127.0,1015.0,448.0,2.0417,78800.0,INLAND
3281,39.09,26.0,2191.0,679.0,371.0,1.4679,94700.0,INLAND
3282,39.09,20.0,1798.0,685.0,331.0,1.625,66800.0,INLAND
3283,39.08,17.0,1880.0,798.0,342.0,1.4676,65000.0,INLAND
3284,39.08,23.0,952.0,321.0,128.0,1.5208,89000.0,INLAND
3285,39.05,15.0,1601.0,661.0,269.0,2.6181,108900.0,INLAND
3286,39.09,11.0,1264.0,370.0,177.0,1.3,69700.0,INLAND
3287,39.04,9.0,254.0,66.0,29.0,2.7639,112500.0,INLAND
3288,39.04,23.0,1618.0,425.0,244.0,1.9833,111500.0,INLAND
3289,39.02,27.0,2199.0,744.0,316.0,2.1094,72400.0,INLAND
3290,39.03,27.0,1446.0,594.0,255.0,1.165,53300.0,INLAND
3291,39.02,16.0,3715.0,943.0,510.0,1.7446,109400.0,INLAND
3292,39.0,18.0,793.0,186.0,59.0,2.3125,162500.0,INLAND
3293,38.99,18.0,1177.0,181.0,105.0,2.3558,134700.0,INLAND
3294,38.99,16.0,4279.0,1596.0,666.0,1.8571,75900.0,INLAND
3295,38.99,16.0,975.0,337.0,155.0,1.6607,77800.0,INLAND
3296,38.98,27.0,2300.0,526.0,254.0,2.1838,109700.0,INLAND
3297,38.97,32.0,1856.0,703.0,292.0,1.1912,60000.0,INLAND
3298,38.96,17.0,1708.0,633.0,312.0,1.75,64000.0,INLAND
3299,38.95,19.0,2230.0,832.0,359.0,1.6865,58800.0,INLAND
3300,38.94,14.0,1731.0,638.0,282.0,2.3179,57500.0,INLAND
3301,38.93,14.0,231.0,108.0,31.0,4.3897,71300.0,INLAND
3302,38.93,16.0,1657.0,572.0,301.0,1.4767,62000.0,INLAND
3303,38.96,16.0,1914.0,828.0,332.0,2.0577,69000.0,INLAND
3304,38.96,20.0,2507.0,1072.0,457.0,2.3083,60200.0,INLAND
3305,38.96,27.0,2143.0,898.0,367.0,1.6769,63200.0,INLAND
3306,38.96,29.0,883.0,326.0,136.0,1.7273,58200.0,INLAND
3307,38.95,28.0,1503.0,522.0,268.0,1.2029,68900.0,INLAND
3308,38.95,11.0,686.0,246.0,86.0,1.7083,77300.0,INLAND
3309,38.94,25.0,661.0,192.0,93.0,1.7566,49000.0,INLAND
3310,38.94,18.0,3844.0,1832.0,845.0,1.125,81800.0,INLAND
3311,38.94,13.0,524.0,215.0,90.0,1.5455,55000.0,INLAND
3312,38.97,17.0,2554.0,723.0,319.0,3.2375,114200.0,INLAND
3313,39.01,17.0,4162.0,889.0,414.0,3.4187,200500.0,INLAND
3314,39.02,23.0,642.0,265.0,84.0,1.8833,96900.0,INLAND
3315,38.97,11.0,5175.0,2144.0,792.0,3.0466,97300.0,INLAND
3316,38.94,9.0,1245.0,517.0,187.0,3.125,93400.0,INLAND
3317,38.91,20.0,41.0,94.0,10.0,1.375,55000.0,INLAND
3318,39.05,20.0,1592.0,647.0,253.0,2.5326,136800.0,INLAND
3319,39.0,20.0,1580.0,753.0,252.0,1.8704,88500.0,INLAND
3320,38.99,15.0,289.0,191.0,54.0,1.6833,113900.0,INLAND
3321,38.98,17.0,1383.0,719.0,296.0,1.6164,77800.0,INLAND
3322,38.98,21.0,939.0,556.0,178.0,1.7196,75000.0,INLAND
3323,38.97,20.0,2067.0,904.0,333.0,2.9934,134200.0,<1H OCEAN
3324,38.93,20.0,1214.0,504.0,223.0,2.7188,105700.0,<1H OCEAN
3325,38.96,15.0,1318.0,567.0,276.0,1.8692,93800.0,INLAND
3326,38.92,26.0,712.0,293.0,100.0,4.0119,119400.0,INLAND
3327,38.89,11.0,640.0,268.0,90.0,3.4514,100000.0,<1H OCEAN
3328,38.88,29.0,2781.0,890.0,310.0,1.9906,96600.0,INLAND
3329,38.83,12.0,4515.0,1554.0,528.0,3.3531,90800.0,<1H OCEAN
3330,38.9,10.0,304.0,161.0,61.0,2.1964,112500.0,INLAND
3331,38.92,15.0,1410.0,599.0,273.0,2.1953,75000.0,INLAND
3332,38.9,23.0,292.0,92.0,41.0,2.9583,91700.0,INLAND
3333,38.92,13.0,520.0,249.0,109.0,1.8417,84700.0,INLAND
3334,38.92,30.0,70.0,20.0,13.0,4.125,112500.0,INLAND
3335,38.87,16.0,1177.0,519.0,199.0,1.5739,73500.0,INLAND
3336,38.82,12.0,2394.0,877.0,341.0,2.5625,109200.0,INLAND
3337,38.76,9.0,2589.0,1050.0,374.0,4.0435,132600.0,INLAND
3338,38.81,7.0,3639.0,1027.0,421.0,3.8831,132100.0,INLAND
3339,38.78,15.0,764.0,366.0,143.0,3.375,103100.0,INLAND
3340,38.81,22.0,852.0,461.0,142.0,3.4375,83300.0,INLAND
3341,38.76,29.0,994.0,302.0,117.0,2.3125,67900.0,INLAND
3342,38.73,21.0,1425.0,727.0,287.0,2.1474,85300.0,INLAND
3343,38.71,20.0,531.0,231.0,96.0,2.625,89600.0,INLAND
3344,38.7,26.0,102.0,43.0,13.0,0.536,87500.0,INLAND
3345,41.07,26.0,1707.0,761.0,250.0,2.7188,48100.0,INLAND
3346,41.12,29.0,779.0,364.0,123.0,2.5,59200.0,INLAND
3347,40.85,17.0,976.0,511.0,175.0,3.6641,80800.0,INLAND
3348,40.98,27.0,777.0,318.0,115.0,1.6833,40000.0,INLAND
3349,40.63,33.0,240.0,63.0,22.0,3.625,200000.0,INLAND
3350,40.65,11.0,2635.0,280.0,132.0,1.7214,118300.0,INLAND
3351,40.51,17.0,890.0,406.0,154.0,3.3036,78300.0,INLAND
3352,40.28,19.0,683.0,302.0,111.0,2.5,64100.0,INLAND
3353,40.35,52.0,5486.0,1977.0,754.0,2.1833,49500.0,INLAND
3354,40.5,15.0,5343.0,2503.0,902.0,3.5962,85900.0,INLAND
3355,40.43,15.0,2045.0,1121.0,402.0,2.6902,71500.0,INLAND
3356,40.42,35.0,1450.0,717.0,297.0,2.5074,66400.0,INLAND
3357,40.42,39.0,3240.0,1467.0,621.0,2.1875,64300.0,INLAND
3358,40.41,52.0,2081.0,1051.0,419.0,2.2992,70200.0,INLAND
3359,40.41,50.0,1741.0,987.0,383.0,1.5066,59300.0,INLAND
3360,40.36,19.0,4462.0,2229.0,777.0,3.5536,105700.0,INLAND
3361,40.37,16.0,3412.0,1873.0,590.0,2.2661,61800.0,INLAND
3362,40.38,26.0,1652.0,762.0,280.0,2.4757,85600.0,INLAND
3363,40.45,19.0,689.0,355.0,127.0,1.7333,70000.0,INLAND
3364,40.41,36.0,36.0,4198.0,7.0,5.5179,67500.0,INLAND
3365,40.29,17.0,3391.0,1529.0,571.0,3.4028,91000.0,INLAND
3366,40.31,16.0,1821.0,969.0,359.0,3.4643,85100.0,INLAND
3367,40.17,21.0,789.0,406.0,146.0,2.1198,73500.0,INLAND
3368,40.26,26.0,2399.0,1037.0,443.0,2.6765,47600.0,INLAND
3369,39.92,19.0,2335.0,1028.0,383.0,1.7267,60700.0,INLAND
3370,34.27,27.0,5205.0,2363.0,888.0,6.1946,276100.0,<1H OCEAN
3371,34.26,32.0,1079.0,486.0,167.0,4.9833,213000.0,<1H OCEAN
3372,34.26,33.0,3177.0,1845.0,612.0,4.008,191100.0,<1H OCEAN
3373,34.26,37.0,2824.0,1619.0,573.0,3.5568,184500.0,<1H OCEAN
3374,34.26,42.0,2186.0,1145.0,439.0,4.81,191900.0,<1H OCEAN
3375,34.25,35.0,2045.0,1166.0,407.0,3.5214,197600.0,<1H OCEAN
3376,34.25,29.0,2559.0,1886.0,769.0,2.6036,162100.0,<1H OCEAN
3377,34.25,19.0,1988.0,1399.0,527.0,2.4727,175000.0,<1H OCEAN
3378,34.25,8.0,5568.0,3565.0,1374.0,3.0795,161500.0,<1H OCEAN
3379,34.25,37.0,2489.0,1215.0,431.0,5.0234,257600.0,<1H OCEAN
3380,34.25,35.0,2091.0,879.0,326.0,4.4485,261900.0,<1H OCEAN
3381,34.24,30.0,2180.0,1050.0,390.0,6.3688,277600.0,<1H OCEAN
3382,34.25,35.0,779.0,371.0,150.0,4.6635,230100.0,<1H OCEAN
3383,34.25,39.0,699.0,358.0,143.0,4.4375,195800.0,<1H OCEAN
3384,34.24,32.0,2542.0,1278.0,493.0,4.45,263600.0,<1H OCEAN
3385,34.24,29.0,3390.0,1543.0,576.0,5.6184,316900.0,<1H OCEAN
3386,34.25,36.0,1300.0,688.0,261.0,3.1523,176700.0,<1H OCEAN
3387,34.24,31.0,6434.0,3540.0,1131.0,4.2639,293300.0,<1H OCEAN
3388,34.22,19.0,9259.0,3963.0,1595.0,5.997000000000001,228700.0,<1H OCEAN
3389,34.22,30.0,1260.0,638.0,229.0,4.1302,258300.0,<1H OCEAN
3390,34.21,39.0,1470.0,1047.0,284.0,3.275,181400.0,<1H OCEAN
3391,34.21,42.0,1073.0,804.0,226.0,3.75,172600.0,<1H OCEAN
3392,34.28,34.0,3258.0,1810.0,633.0,5.1145,219900.0,<1H OCEAN
3393,34.27,35.0,1446.0,759.0,291.0,6.0808,215600.0,<1H OCEAN
3394,34.26,43.0,1510.0,809.0,277.0,3.5989999999999998,176500.0,<1H OCEAN
3395,34.26,40.0,1065.0,605.0,183.0,4.1964,185900.0,<1H OCEAN
3396,34.26,38.0,2264.0,1124.0,388.0,4.2685,189600.0,<1H OCEAN
3397,34.26,41.0,1297.0,733.0,315.0,3.0583,160300.0,<1H OCEAN
3398,34.26,34.0,1797.0,948.0,363.0,4.1339,187300.0,<1H OCEAN
3399,34.26,32.0,3690.0,1804.0,715.0,4.4875,222700.0,<1H OCEAN
3400,34.28,30.0,3214.0,1700.0,533.0,4.6944,248200.0,<1H OCEAN
3401,34.27,29.0,3034.0,1776.0,702.0,3.1349,230200.0,<1H OCEAN
3402,34.27,32.0,604.0,314.0,113.0,6.2037,205400.0,<1H OCEAN
3403,34.26,37.0,1776.0,702.0,265.0,5.2661,314900.0,<1H OCEAN
3404,34.25,34.0,2795.0,1267.0,443.0,6.1464,354400.0,<1H OCEAN
3405,34.26,34.0,3677.0,1598.0,568.0,6.837999999999999,378000.0,<1H OCEAN
3406,34.26,28.0,1643.0,1142.0,458.0,3.1607,200600.0,<1H OCEAN
3407,34.25,44.0,1442.0,859.0,292.0,4.5833,197300.0,<1H OCEAN
3408,34.26,37.0,1444.0,624.0,239.0,5.76,239400.0,<1H OCEAN
3409,34.26,36.0,1882.0,1005.0,409.0,3.8,217100.0,<1H OCEAN
3410,34.26,24.0,5106.0,2310.0,957.0,4.4375,191500.0,<1H OCEAN
3411,34.28,24.0,4694.0,3566.0,777.0,4.4818,166200.0,<1H OCEAN
3412,34.28,22.0,4428.0,3152.0,836.0,4.7932,166300.0,<1H OCEAN
3413,34.28,16.0,6573.0,6161.0,1473.0,3.3304,154900.0,<1H OCEAN
3414,34.27,8.0,3248.0,2608.0,731.0,2.8214,158300.0,<1H OCEAN
3415,34.29,35.0,1008.0,1162.0,215.0,3.35,147600.0,<1H OCEAN
3416,34.29,32.0,1591.0,1818.0,306.0,4.2969,145800.0,<1H OCEAN
3417,34.28,29.0,1271.0,1338.0,266.0,4.125,150000.0,<1H OCEAN
3418,34.28,32.0,2574.0,2609.0,472.0,3.7566,146700.0,<1H OCEAN
3419,34.28,22.0,3517.0,3134.0,847.0,2.6652,164800.0,<1H OCEAN
3420,34.28,35.0,822.0,1197.0,203.0,3.2865,133300.0,<1H OCEAN
3421,34.28,34.0,1999.0,2391.0,439.0,2.8,144300.0,<1H OCEAN
3422,34.27,33.0,1209.0,1097.0,283.0,1.6295,134300.0,<1H OCEAN
3423,34.27,33.0,937.0,1216.0,212.0,3.3214,131300.0,<1H OCEAN
3424,34.27,35.0,674.0,808.0,173.0,2.6667,147800.0,<1H OCEAN
3425,34.28,30.0,1384.0,2054.0,301.0,3.0132,142600.0,<1H OCEAN
3426,34.27,31.0,1130.0,1533.0,269.0,4.2353,156800.0,<1H OCEAN
3427,34.27,36.0,1002.0,1312.0,249.0,3.0239999999999996,148000.0,<1H OCEAN
3428,34.27,37.0,1024.0,1371.0,239.0,3.225,147500.0,<1H OCEAN
3429,34.26,30.0,1246.0,1990.0,369.0,3.5104,140900.0,<1H OCEAN
3430,34.26,37.0,1269.0,1835.0,335.0,3.2583,147200.0,<1H OCEAN
3431,34.27,35.0,777.0,1022.0,186.0,3.4,139600.0,<1H OCEAN
3432,34.26,43.0,729.0,935.0,174.0,2.9519,140900.0,<1H OCEAN
3433,34.25,37.0,1545.0,1909.0,352.0,3.6791,148100.0,<1H OCEAN
3434,34.25,35.0,1447.0,1630.0,306.0,2.9205,143100.0,<1H OCEAN
3435,34.26,26.0,1788.0,2582.0,484.0,2.1062,136400.0,<1H OCEAN
3436,34.26,38.0,870.0,1065.0,222.0,2.5313,136100.0,<1H OCEAN
3437,34.26,36.0,973.0,1086.0,218.0,3.4519,143300.0,<1H OCEAN
3438,34.26,37.0,1789.0,2279.0,411.0,3.9,138600.0,<1H OCEAN
3439,34.27,38.0,858.0,1250.0,204.0,2.9219,137900.0,<1H OCEAN
3440,34.27,35.0,2700.0,3444.0,679.0,1.4867,124000.0,<1H OCEAN
3441,34.26,13.0,4379.0,2560.0,853.0,4.2538,154300.0,<1H OCEAN
3442,34.25,13.0,1872.0,1927.0,432.0,2.2019,134200.0,<1H OCEAN
3443,34.25,19.0,280.0,483.0,87.0,1.95,137500.0,<1H OCEAN
3444,34.25,33.0,827.0,981.0,184.0,2.6429,143100.0,<1H OCEAN
3445,34.25,36.0,1146.0,1173.0,272.0,3.6016,153800.0,<1H OCEAN
3446,34.25,18.0,3447.0,3663.0,817.0,3.2284,157100.0,<1H OCEAN
3447,34.24,17.0,2049.0,2243.0,541.0,2.525,163700.0,<1H OCEAN
3448,34.25,36.0,1430.0,1502.0,312.0,3.6292,145200.0,<1H OCEAN
3449,34.32,34.0,2657.0,1948.0,532.0,4.2330000000000005,157400.0,<1H OCEAN
3450,34.33,18.0,5891.0,2882.0,911.0,5.901,235600.0,<1H OCEAN
3451,34.32,14.0,6235.0,3568.0,1190.0,4.1724,211600.0,<1H OCEAN
3452,34.31,19.0,6755.0,4205.0,1395.0,3.9583,163200.0,<1H OCEAN
3453,34.3,29.0,3334.0,2919.0,718.0,3.6548,180300.0,<1H OCEAN
3454,34.32,18.0,6572.0,3473.0,1067.0,5.2987,203400.0,<1H OCEAN
3455,34.3,28.0,3187.0,2205.0,559.0,5.1668,187400.0,<1H OCEAN
3456,34.32,30.0,3027.0,1970.0,590.0,4.3409,156000.0,<1H OCEAN
3457,34.31,14.0,4151.0,3163.0,915.0,4.0301,154300.0,<1H OCEAN
3458,34.31,22.0,3182.0,2661.0,746.0,2.7472,160100.0,<1H OCEAN
3459,34.3,38.0,1595.0,1181.0,327.0,3.4,155500.0,<1H OCEAN
3460,34.31,9.0,1739.0,820.0,323.0,4.0556,182500.0,<1H OCEAN
3461,34.32,23.0,3481.0,1952.0,682.0,4.26,189400.0,<1H OCEAN
3462,34.32,10.0,5777.0,2917.0,1056.0,4.1514,194100.0,<1H OCEAN
3463,34.31,28.0,1532.0,977.0,275.0,4.4773,173100.0,<1H OCEAN
3464,34.3,32.0,2424.0,2291.0,419.0,4.0337,158500.0,<1H OCEAN
3465,34.31,24.0,2920.0,1460.0,598.0,4.2708,218200.0,<1H OCEAN
3466,34.32,13.0,2664.0,1468.0,521.0,4.8988,325200.0,<1H OCEAN
3467,34.33,9.0,2384.0,1697.0,402.0,6.0891,270100.0,<1H OCEAN
3468,34.31,31.0,1091.0,892.0,238.0,3.0,172400.0,<1H OCEAN
3469,34.3,16.0,2495.0,2314.0,567.0,3.6736,192200.0,<1H OCEAN
3470,34.29,24.0,3668.0,3151.0,810.0,3.0526,183300.0,<1H OCEAN
3471,34.29,18.0,4256.0,3401.0,955.0,4.2935,190000.0,<1H OCEAN
3472,34.29,26.0,4516.0,1714.0,581.0,9.2873,431800.0,<1H OCEAN
3473,34.28,27.0,2535.0,1071.0,386.0,6.8695,319400.0,<1H OCEAN
3474,34.28,31.0,3508.0,1957.0,588.0,6.6458,285500.0,<1H OCEAN
3475,34.31,25.0,1024.0,357.0,147.0,7.0598,356300.0,<1H OCEAN
3476,34.32,18.0,7498.0,3189.0,955.0,8.1248,374000.0,<1H OCEAN
3477,34.3,24.0,6145.0,2710.0,875.0,7.5078,344000.0,<1H OCEAN
3478,34.28,29.0,4239.0,1890.0,631.0,6.3911,301700.0,<1H OCEAN
3479,34.29,29.0,1287.0,525.0,187.0,6.4171,319300.0,<1H OCEAN
3480,34.29,28.0,2272.0,868.0,312.0,7.7464,474600.0,<1H OCEAN
3481,34.3,17.0,4542.0,2144.0,597.0,8.8467,450700.0,<1H OCEAN
3482,34.3,27.0,2676.0,2661.0,623.0,4.3047,152100.0,<1H OCEAN
3483,34.3,35.0,4085.0,3988.0,906.0,3.4812,160200.0,<1H OCEAN
3484,34.28,18.0,5481.0,2477.0,764.0,6.7248,377200.0,<1H OCEAN
3485,34.28,16.0,8879.0,3468.0,1200.0,8.1125,428600.0,<1H OCEAN
3486,34.28,10.0,7665.0,3517.0,998.0,10.8805,500001.0,<1H OCEAN
3487,34.3,22.0,4423.0,1995.0,582.0,8.2159,376200.0,<1H OCEAN
3488,34.29,4.0,6995.0,2907.0,1089.0,7.0808,341200.0,<1H OCEAN
3489,34.28,38.0,1527.0,1303.0,340.0,3.5714,152000.0,<1H OCEAN
3490,34.28,23.0,1663.0,1242.0,283.0,5.5931,217600.0,<1H OCEAN
3491,34.27,33.0,1549.0,881.0,289.0,5.1408,222900.0,<1H OCEAN
3492,34.28,35.0,2132.0,1128.0,341.0,5.3107,227100.0,<1H OCEAN
3493,34.28,35.0,1511.0,873.0,254.0,5.5608,226700.0,<1H OCEAN
3494,34.27,17.0,1444.0,523.0,270.0,2.7353,192400.0,<1H OCEAN
3495,34.27,35.0,1150.0,741.0,178.0,5.7410000000000005,220600.0,<1H OCEAN
3496,34.27,34.0,1231.0,702.0,222.0,4.9323,223700.0,<1H OCEAN
3497,34.27,33.0,2649.0,1303.0,437.0,4.9955,216800.0,<1H OCEAN
3498,34.27,33.0,1194.0,839.0,230.0,3.705,185800.0,<1H OCEAN
3499,34.27,35.0,1579.0,1012.0,265.0,5.1296,195900.0,<1H OCEAN
3500,34.27,30.0,1576.0,1004.0,284.0,4.8015,179700.0,<1H OCEAN
3501,34.27,28.0,1865.0,1182.0,440.0,2.6193,172300.0,<1H OCEAN
3502,34.27,36.0,1111.0,1333.0,266.0,3.5347,158100.0,<1H OCEAN
3503,34.27,29.0,1701.0,1616.0,371.0,3.3603,142400.0,<1H OCEAN
3504,34.26,35.0,1724.0,992.0,315.0,4.8359,195600.0,<1H OCEAN
3505,34.25,36.0,1453.0,808.0,275.0,4.3839,204600.0,<1H OCEAN
3506,34.26,35.0,1637.0,894.0,302.0,4.175,209600.0,<1H OCEAN
3507,34.26,33.0,1358.0,738.0,235.0,5.0947,210300.0,<1H OCEAN
3508,34.26,36.0,1394.0,761.0,262.0,4.9485,217100.0,<1H OCEAN
3509,34.25,33.0,2202.0,1135.0,407.0,4.2143,224200.0,<1H OCEAN
3510,34.25,32.0,2217.0,1064.0,427.0,3.6989,208600.0,<1H OCEAN
3511,34.26,34.0,1300.0,650.0,291.0,3.8875,199200.0,<1H OCEAN
3512,34.26,35.0,1898.0,1123.0,347.0,5.5792,218400.0,<1H OCEAN
3513,34.26,36.0,1770.0,938.0,304.0,5.749,238000.0,<1H OCEAN
3514,34.26,27.0,2722.0,1164.0,419.0,4.6591,239900.0,<1H OCEAN
3515,34.25,34.0,1732.0,1120.0,401.0,4.1492,195700.0,<1H OCEAN
3516,34.25,36.0,1951.0,1040.0,375.0,5.1619,195300.0,<1H OCEAN
3517,34.25,35.0,1442.0,795.0,268.0,4.9688,216900.0,<1H OCEAN
3518,34.25,35.0,1865.0,1074.0,337.0,5.1068,223300.0,<1H OCEAN
3519,34.25,33.0,2088.0,960.0,362.0,4.3333,232900.0,<1H OCEAN
3520,34.27,34.0,4877.0,2521.0,781.0,5.5714,225900.0,<1H OCEAN
3521,34.27,33.0,3047.0,1578.0,507.0,4.58,236200.0,<1H OCEAN
3522,34.27,35.0,2235.0,1148.0,416.0,4.869,221600.0,<1H OCEAN
3523,34.28,34.0,3580.0,1694.0,524.0,5.4065,243800.0,<1H OCEAN
3524,34.28,33.0,1975.0,801.0,287.0,7.8193,379600.0,<1H OCEAN
3525,34.27,34.0,3787.0,1966.0,738.0,4.055,222500.0,<1H OCEAN
3526,34.27,36.0,2276.0,1001.0,419.0,4.1042,252100.0,<1H OCEAN
3527,34.27,36.0,3204.0,1499.0,499.0,5.5649,271200.0,<1H OCEAN
3528,34.27,32.0,1931.0,948.0,314.0,5.3847,329200.0,<1H OCEAN
3529,34.26,18.0,3674.0,1590.0,550.0,8.176,308400.0,<1H OCEAN
3530,34.26,22.0,5303.0,2372.0,807.0,5.6912,311800.0,<1H OCEAN
3531,34.27,28.0,2309.0,931.0,302.0,6.7415,348200.0,<1H OCEAN
3532,34.27,33.0,1927.0,896.0,293.0,5.6339999999999995,320500.0,<1H OCEAN
3533,34.26,23.0,4960.0,1929.0,586.0,10.9052,500001.0,<1H OCEAN
3534,34.26,21.0,4018.0,1508.0,529.0,8.203,445400.0,<1H OCEAN
3535,34.27,25.0,4919.0,2183.0,625.0,8.1356,352800.0,<1H OCEAN
3536,34.26,33.0,2831.0,1340.0,504.0,4.8316,237300.0,<1H OCEAN
3537,34.26,21.0,8850.0,4717.0,1979.0,3.7816,254200.0,<1H OCEAN
3538,34.26,29.0,2472.0,1109.0,397.0,5.5433,332500.0,<1H OCEAN
3539,34.25,11.0,7849.0,3561.0,1500.0,4.6625,290900.0,<1H OCEAN
3540,34.26,25.0,8389.0,4483.0,1747.0,3.5497,261300.0,<1H OCEAN
3541,34.25,28.0,4054.0,2164.0,746.0,5.0,258000.0,<1H OCEAN
3542,34.27,20.0,7384.0,2795.0,872.0,9.6047,500001.0,<1H OCEAN
3543,34.26,20.0,8146.0,3562.0,1054.0,7.167000000000001,357100.0,<1H OCEAN
3544,34.24,17.0,5406.0,2337.0,882.0,6.0137,375900.0,<1H OCEAN
3545,34.24,9.0,4759.0,1884.0,915.0,4.8333,277200.0,<1H OCEAN
3546,34.26,15.0,10860.0,4178.0,1581.0,6.3249,262100.0,<1H OCEAN
3547,34.26,18.0,6154.0,3010.0,1034.0,5.6392,271500.0,<1H OCEAN
3548,34.25,16.0,8295.0,3903.0,1451.0,5.5111,276600.0,<1H OCEAN
3549,34.22,18.0,1376.0,670.0,205.0,6.5146,277600.0,<1H OCEAN
3550,34.22,25.0,2762.0,1166.0,439.0,6.8643,333700.0,<1H OCEAN
3551,34.23,18.0,897.0,263.0,110.0,6.1288,350000.0,<1H OCEAN
3552,34.23,26.0,3727.0,1724.0,530.0,6.1419,327300.0,<1H OCEAN
3553,34.22,24.0,5256.0,2474.0,780.0,7.3252,333700.0,<1H OCEAN
3554,34.23,19.0,8866.0,5005.0,2194.0,3.2564,230300.0,<1H OCEAN
3555,34.23,17.0,6592.0,4459.0,1463.0,3.0347,254500.0,<1H OCEAN
3556,34.25,31.0,1962.0,697.0,242.0,8.565,500001.0,<1H OCEAN
3557,34.24,23.0,2980.0,1208.0,378.0,8.1714,500001.0,<1H OCEAN
3558,34.25,34.0,5098.0,2239.0,778.0,5.6149,273100.0,<1H OCEAN
3559,34.24,26.0,3239.0,1529.0,590.0,3.2426,236900.0,<1H OCEAN
3560,34.25,15.0,9716.0,4992.0,2225.0,3.6231,193300.0,<1H OCEAN
3561,34.25,20.0,4679.0,1945.0,609.0,8.7471,419900.0,<1H OCEAN
3562,34.25,23.0,4883.0,2119.0,725.0,5.521,280800.0,<1H OCEAN
3563,34.23,36.0,3215.0,1710.0,539.0,5.5126,248400.0,<1H OCEAN
3564,34.23,36.0,2406.0,1242.0,454.0,4.6944,221800.0,<1H OCEAN
3565,34.23,22.0,3275.0,1746.0,585.0,4.9676,221900.0,<1H OCEAN
3566,34.23,29.0,3907.0,2037.0,727.0,4.1023,230200.0,<1H OCEAN
3567,34.23,14.0,4407.0,2676.0,1128.0,3.4091,168800.0,<1H OCEAN
3568,34.23,35.0,1917.0,1019.0,340.0,4.8929,234900.0,<1H OCEAN
3569,34.22,35.0,1969.0,950.0,340.0,4.875,230400.0,<1H OCEAN
